anio,trimestre,indicador,regimen,corte,categoria_origen,categoria_destino,valor,ee,n_obs
2025,2,SUBUTIL,enoe_2023,edad,40 a 49,NA,12.89,0.298,44847
2025,3,SUBUTIL,enoe_2023,edad,40 a 49,NA,13.34,0.291,44488
2025,4,SUBUTIL,enoe_2023,edad,40 a 49,NA,12.38,0.273,44162
2026,1,SUBUTIL,enoe_2023,edad,40 a 49,NA,11.72,0.27,43501
2026,2,SUBUTIL,enoe_2023,edad,40 a 49,NA,11.98,0.274,43677
2005,1,SUBUTIL,tradicional,edad,50 a 59,NA,17.72,0.445,21373
2005,2,SUBUTIL,tradicional,edad,50 a 59,NA,17.26,0.419,22085
2005,3,SUBUTIL,tradicional,edad,50 a 59,NA,17.15,0.457,22269
2005,4,SUBUTIL,tradicional,edad,50 a 59,NA,15.95,0.433,22638
2006,1,SUBUTIL,tradicional,edad,50 a 59,NA,15.63,0.403,23077
2006,2,SUBUTIL,tradicional,edad,50 a 59,NA,15.86,0.408,23232
2006,3,SUBUTIL,tradicional,edad,50 a 59,NA,19.02,0.44,23443
2006,4,SUBUTIL,tradicional,edad,50 a 59,NA,17.29,0.428,23633
2007,1,SUBUTIL,tradicional,edad,50 a 59,NA,17.69,0.427,23836
2007,2,SUBUTIL,tradicional,edad,50 a 59,NA,16.69,0.415,24068
2007,3,SUBUTIL,tradicional,edad,50 a 59,NA,16.5,0.4,24056
2007,4,SUBUTIL,tradicional,edad,50 a 59,NA,16.9,0.422,24227
2008,1,SUBUTIL,tradicional,edad,50 a 59,NA,16.57,0.406,24651
2008,2,SUBUTIL,tradicional,edad,50 a 59,NA,15.69,0.372,24612
2008,3,SUBUTIL,tradicional,edad,50 a 59,NA,16.57,0.399,24371
2008,4,SUBUTIL,tradicional,edad,50 a 59,NA,18.08,0.409,24495
2009,1,SUBUTIL,tradicional,edad,50 a 59,NA,19.48,0.426,24835
2009,2,SUBUTIL,tradicional,edad,50 a 59,NA,22.72,0.495,25037
2009,3,SUBUTIL,tradicional,edad,50 a 59,NA,20.19,0.468,25233
2009,4,SUBUTIL,tradicional,edad,50 a 59,NA,19.4,0.415,25450
2010,1,SUBUTIL,tradicional,edad,50 a 59,NA,20.45,0.453,25195
2010,2,SUBUTIL,tradicional,edad,50 a 59,NA,20,0.434,25795
2010,3,SUBUTIL,tradicional,edad,50 a 59,NA,19.64,0.417,25548
2010,4,SUBUTIL,tradicional,edad,50 a 59,NA,19.56,0.419,25273
2011,1,SUBUTIL,tradicional,edad,50 a 59,NA,19.55,0.424,25502
2011,2,SUBUTIL,tradicional,edad,50 a 59,NA,19.27,0.405,25716
2011,3,SUBUTIL,tradicional,edad,50 a 59,NA,19.99,0.414,26085
2011,4,SUBUTIL,tradicional,edad,50 a 59,NA,19.7,0.429,26209
2012,1,SUBUTIL,tradicional,edad,50 a 59,NA,18.96,0.409,26458
2012,2,SUBUTIL,tradicional,edad,50 a 59,NA,19.36,0.4,26893
2012,3,SUBUTIL,tradicional,edad,50 a 59,NA,19.06,0.404,26997
2012,4,SUBUTIL,tradicional,edad,50 a 59,NA,18.3,0.428,26486
2013,1,SUBUTIL,tradicional,edad,50 a 59,NA,18.12,0.404,26531
2013,2,SUBUTIL,tradicional,edad,50 a 59,NA,18.2,0.381,26630
2013,3,SUBUTIL,tradicional,edad,50 a 59,NA,18.89,0.39,26544
2013,4,SUBUTIL,tradicional,edad,50 a 59,NA,18.17,0.378,26691
2014,1,SUBUTIL,tradicional,edad,50 a 59,NA,18.74,0.381,26613
2014,2,SUBUTIL,tradicional,edad,50 a 59,NA,19.05,0.4,27048
2014,3,SUBUTIL,tradicional,edad,50 a 59,NA,18.8,0.38,27397
2014,4,SUBUTIL,tradicional,edad,50 a 59,NA,17.94,0.384,27487
2015,1,SUBUTIL,tradicional,edad,50 a 59,NA,18.69,0.396,27673
2015,2,SUBUTIL,tradicional,edad,50 a 59,NA,18.39,0.395,27703
2015,3,SUBUTIL,tradicional,edad,50 a 59,NA,18.9,0.386,27683
2015,4,SUBUTIL,tradicional,edad,50 a 59,NA,19.06,0.421,27689
2016,1,SUBUTIL,tradicional,edad,50 a 59,NA,17.87,0.382,27577
2016,2,SUBUTIL,tradicional,edad,50 a 59,NA,17.68,0.381,27838
2016,3,SUBUTIL,tradicional,edad,50 a 59,NA,17.26,0.382,27500
2016,4,SUBUTIL,tradicional,edad,50 a 59,NA,16.33,0.371,27960
2017,1,SUBUTIL,tradicional,edad,50 a 59,NA,16.75,0.385,27856
2017,2,SUBUTIL,tradicional,edad,50 a 59,NA,15.89,0.369,28657
2017,3,SUBUTIL,tradicional,edad,50 a 59,NA,15.72,0.362,28220
2017,4,SUBUTIL,tradicional,edad,50 a 59,NA,15.23,0.363,28468
2018,1,SUBUTIL,tradicional,edad,50 a 59,NA,15.58,0.367,28894
2018,2,SUBUTIL,tradicional,edad,50 a 59,NA,15.8,0.399,29331
2018,3,SUBUTIL,tradicional,edad,50 a 59,NA,15.78,0.365,29591
2018,4,SUBUTIL,tradicional,edad,50 a 59,NA,15.23,0.351,29597
2019,1,SUBUTIL,tradicional,edad,50 a 59,NA,14.89,0.335,30911
2019,2,SUBUTIL,tradicional,edad,50 a 59,NA,16.53,0.363,31267
2019,3,SUBUTIL,tradicional,edad,50 a 59,NA,16.8,0.358,31288
2019,4,SUBUTIL,tradicional,edad,50 a 59,NA,16.19,0.358,31219
2020,1,SUBUTIL,tradicional,edad,50 a 59,NA,16.36,0.358,32479
2020,3,SUBUTIL,enoen,edad,50 a 59,NA,34.33,0.675,24385
2020,4,SUBUTIL,enoen,edad,50 a 59,NA,29.9,0.64,29595
2021,1,SUBUTIL,enoen,edad,50 a 59,NA,27.87,0.582,28830
2021,2,SUBUTIL,enoen,edad,50 a 59,NA,26.09,0.51,31833
2021,3,SUBUTIL,enoen,edad,50 a 59,NA,25.67,0.406,35746
2021,4,SUBUTIL,enoen,edad,50 a 59,NA,22.72,0.398,36407
2022,1,SUBUTIL,enoen,edad,50 a 59,NA,21.17,0.395,33975
2022,2,SUBUTIL,enoen,edad,50 a 59,NA,19.96,0.375,34777
2022,3,SUBUTIL,enoen,edad,50 a 59,NA,17.01,0.354,33329
2022,4,SUBUTIL,enoen,edad,50 a 59,NA,15.23,0.331,33486
2023,1,SUBUTIL,enoe_2023,edad,50 a 59,NA,14.84,0.331,38092
2023,2,SUBUTIL,enoe_2023,edad,50 a 59,NA,15.34,0.344,36801
2023,3,SUBUTIL,enoe_2023,edad,50 a 59,NA,15.46,0.348,36959
2023,4,SUBUTIL,enoe_2023,edad,50 a 59,NA,14.71,0.339,36297
2024,1,SUBUTIL,enoe_2023,edad,50 a 59,NA,13.29,0.306,36891
2024,2,SUBUTIL,enoe_2023,edad,50 a 59,NA,14.3,0.341,37171
2024,3,SUBUTIL,enoe_2023,edad,50 a 59,NA,15.58,0.331,36904
2024,4,SUBUTIL,enoe_2023,edad,50 a 59,NA,15.65,0.36,36683
2025,1,SUBUTIL,enoe_2023,edad,50 a 59,NA,13.02,0.315,36266
2025,2,SUBUTIL,enoe_2023,edad,50 a 59,NA,14.24,0.353,36205
2025,3,SUBUTIL,enoe_2023,edad,50 a 59,NA,14.39,0.32,36713
2025,4,SUBUTIL,enoe_2023,edad,50 a 59,NA,14.09,0.324,36695
2026,1,SUBUTIL,enoe_2023,edad,50 a 59,NA,13.36,0.328,36501
2026,2,SUBUTIL,enoe_2023,edad,50 a 59,NA,13.38,0.318,36973
2005,1,SUBUTIL,tradicional,edad,60 y más,NA,27.95,0.635,14634
2005,2,SUBUTIL,tradicional,edad,60 y más,NA,29.21,0.612,15286
2005,3,SUBUTIL,tradicional,edad,60 y más,NA,27.19,0.573,15536
2005,4,SUBUTIL,tradicional,edad,60 y más,NA,25.84,0.609,15960
2006,1,SUBUTIL,tradicional,edad,60 y más,NA,27.32,0.598,16349
2006,2,SUBUTIL,tradicional,edad,60 y más,NA,27.99,0.596,16380
2006,3,SUBUTIL,tradicional,edad,60 y más,NA,29.62,0.588,16891
2006,4,SUBUTIL,tradicional,edad,60 y más,NA,29.08,0.605,16826
2007,1,SUBUTIL,tradicional,edad,60 y más,NA,31.68,0.629,16921
2007,2,SUBUTIL,tradicional,edad,60 y más,NA,30.03,0.626,16861
2007,3,SUBUTIL,tradicional,edad,60 y más,NA,29.59,0.593,16879
2007,4,SUBUTIL,tradicional,edad,60 y más,NA,29.41,0.588,17110
2008,1,SUBUTIL,tradicional,edad,60 y más,NA,29.45,0.613,16918
2008,2,SUBUTIL,tradicional,edad,60 y más,NA,28.4,0.569,17103
2008,3,SUBUTIL,tradicional,edad,60 y más,NA,29.21,0.599,16844
2008,4,SUBUTIL,tradicional,edad,60 y más,NA,31.25,0.587,16776
2009,1,SUBUTIL,tradicional,edad,60 y más,NA,31.83,0.638,16972
2009,2,SUBUTIL,tradicional,edad,60 y más,NA,33.93,0.611,17095
2009,3,SUBUTIL,tradicional,edad,60 y más,NA,32.14,0.592,17351
2009,4,SUBUTIL,tradicional,edad,60 y más,NA,31.53,0.596,17469
2010,1,SUBUTIL,tradicional,edad,60 y más,NA,32.72,0.626,17266
2010,2,SUBUTIL,tradicional,edad,60 y más,NA,31.9,0.575,17779
2010,3,SUBUTIL,tradicional,edad,60 y más,NA,31.76,0.604,17428
2010,4,SUBUTIL,tradicional,edad,60 y más,NA,32.64,0.61,17161
2011,1,SUBUTIL,tradicional,edad,60 y más,NA,33.16,0.611,17205
2011,2,SUBUTIL,tradicional,edad,60 y más,NA,33.19,0.612,17688
2011,3,SUBUTIL,tradicional,edad,60 y más,NA,33.04,0.602,17820
2011,4,SUBUTIL,tradicional,edad,60 y más,NA,33.33,0.59,18020
2012,1,SUBUTIL,tradicional,edad,60 y más,NA,33.28,0.61,18015
2012,2,SUBUTIL,tradicional,edad,60 y más,NA,32.41,0.588,18401
2012,3,SUBUTIL,tradicional,edad,60 y más,NA,32.57,0.575,18436
2012,4,SUBUTIL,tradicional,edad,60 y más,NA,33.01,0.641,17991
2013,1,SUBUTIL,tradicional,edad,60 y más,NA,33.33,0.599,17903
2013,2,SUBUTIL,tradicional,edad,60 y más,NA,33.52,0.584,17990
2013,3,SUBUTIL,tradicional,edad,60 y más,NA,32.85,0.584,17782
2013,4,SUBUTIL,tradicional,edad,60 y más,NA,31.71,0.568,17977
2014,1,SUBUTIL,tradicional,edad,60 y más,NA,32.78,0.577,17246
2014,2,SUBUTIL,tradicional,edad,60 y más,NA,30.22,0.545,17709
2014,3,SUBUTIL,tradicional,edad,60 y más,NA,30.72,0.57,17700
2014,4,SUBUTIL,tradicional,edad,60 y más,NA,30.18,0.559,17804
2015,1,SUBUTIL,tradicional,edad,60 y más,NA,31.44,0.574,18167
2015,2,SUBUTIL,tradicional,edad,60 y más,NA,31.09,0.577,18364
2015,3,SUBUTIL,tradicional,edad,60 y más,NA,31.39,0.563,18552
2015,4,SUBUTIL,tradicional,edad,60 y más,NA,30.77,0.563,18346
2016,1,SUBUTIL,tradicional,edad,60 y más,NA,31.87,0.55,18313
2016,2,SUBUTIL,tradicional,edad,60 y más,NA,30.12,0.571,18377
2016,3,SUBUTIL,tradicional,edad,60 y más,NA,29.4,0.542,18293
2016,4,SUBUTIL,tradicional,edad,60 y más,NA,30.01,0.551,18645
2017,1,SUBUTIL,tradicional,edad,60 y más,NA,28.65,0.54,18364
2017,2,SUBUTIL,tradicional,edad,60 y más,NA,29.82,0.538,19000
2017,3,SUBUTIL,tradicional,edad,60 y más,NA,28.2,0.567,19068
2017,4,SUBUTIL,tradicional,edad,60 y más,NA,27.71,0.566,18670
2018,1,SUBUTIL,tradicional,edad,60 y más,NA,28.86,0.564,18828
2018,2,SUBUTIL,tradicional,edad,60 y más,NA,27.62,0.533,19281
2018,3,SUBUTIL,tradicional,edad,60 y más,NA,26.74,0.56,19420
2018,4,SUBUTIL,tradicional,edad,60 y más,NA,28.18,0.525,19737
2019,1,SUBUTIL,tradicional,edad,60 y más,NA,27.28,0.5,20556
2019,2,SUBUTIL,tradicional,edad,60 y más,NA,28.49,0.52,21011
2019,3,SUBUTIL,tradicional,edad,60 y más,NA,28.01,0.524,21217
2019,4,SUBUTIL,tradicional,edad,60 y más,NA,28.64,0.518,21329
2020,1,SUBUTIL,tradicional,edad,60 y más,NA,28.51,0.527,22108
2020,3,SUBUTIL,enoen,edad,60 y más,NA,48.09,0.805,16086
2020,4,SUBUTIL,enoen,edad,60 y más,NA,43.82,0.776,19698
2021,1,SUBUTIL,enoen,edad,60 y más,NA,41.66,0.698,18805
2021,2,SUBUTIL,enoen,edad,60 y más,NA,38.82,0.643,21410
2021,3,SUBUTIL,enoen,edad,60 y más,NA,39.49,0.597,24414
2021,4,SUBUTIL,enoen,edad,60 y más,NA,36.58,0.551,24714
2022,1,SUBUTIL,enoen,edad,60 y más,NA,34.71,0.551,22180
2022,2,SUBUTIL,enoen,edad,60 y más,NA,33.6,0.544,22826
2022,3,SUBUTIL,enoen,edad,60 y más,NA,29,0.514,21694
2022,4,SUBUTIL,enoen,edad,60 y más,NA,28,0.538,21966
2023,1,SUBUTIL,enoe_2023,edad,60 y más,NA,27.13,0.5,25202
2023,2,SUBUTIL,enoe_2023,edad,60 y más,NA,27.17,0.513,24489
2023,3,SUBUTIL,enoe_2023,edad,60 y más,NA,27.44,0.511,24950
2023,4,SUBUTIL,enoe_2023,edad,60 y más,NA,26.92,0.511,24693
2024,1,SUBUTIL,enoe_2023,edad,60 y más,NA,25.13,0.512,24368
2024,2,SUBUTIL,enoe_2023,edad,60 y más,NA,26.52,0.528,24406
2024,3,SUBUTIL,enoe_2023,edad,60 y más,NA,27.71,0.543,24294
2024,4,SUBUTIL,enoe_2023,edad,60 y más,NA,27.78,0.517,24082
2025,1,SUBUTIL,enoe_2023,edad,60 y más,NA,25.03,0.565,23211
2025,2,SUBUTIL,enoe_2023,edad,60 y más,NA,25.35,0.548,23687
2025,3,SUBUTIL,enoe_2023,edad,60 y más,NA,25.7,0.503,24095
2025,4,SUBUTIL,enoe_2023,edad,60 y más,NA,24.62,0.477,24050
2026,1,SUBUTIL,enoe_2023,edad,60 y más,NA,23.26,0.489,23487
2026,2,SUBUTIL,enoe_2023,edad,60 y más,NA,23.58,0.504,24003
2005,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,17.79,0.741,5319
2005,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.48,0.677,5454
2005,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.27,0.724,5520
2005,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.87,0.653,5793
2006,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.85,0.685,5703
2006,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,15.14,0.645,5574
2006,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,22.61,0.794,5924
2006,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.31,0.685,5918
2007,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,19.28,0.626,5925
2007,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,17.95,0.737,5784
2007,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.58,0.649,5783
2007,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,19.05,0.702,5958
2008,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,20.23,0.61,5952
2008,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.77,0.662,5780
2008,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,19.94,0.762,5840
2008,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,19.85,0.762,5832
2009,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,21.8,0.776,5638
2009,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,21.31,0.774,5592
2009,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,20.07,0.737,5665
2009,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.84,0.68,5731
2010,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.88,0.737,5572
2010,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.72,0.671,5806
2010,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.83,0.711,5867
2010,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.68,0.734,5692
2011,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,17.52,0.73,5596
2011,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.78,0.685,5613
2011,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,19.37,0.749,5724
2011,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,17.98,0.802,5842
2012,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.97,0.734,5592
2012,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.05,0.635,5743
2012,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.13,0.608,5664
2012,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,15.21,0.612,5607
2013,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.43,0.703,5523
2013,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,14.77,0.585,5692
2013,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,15.59,0.71,5715
2013,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,17.18,0.702,5932
2014,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,18.7,0.709,5810
2014,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,15.79,0.635,5843
2014,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.26,0.627,5891
2014,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,15.89,0.657,5825
2015,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,16.04,0.753,5836
2015,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,14.89,0.697,5731
2015,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,14.78,0.666,5725
2015,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,12.69,0.637,5562
2016,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,12.63,0.581,5571
2016,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,12.36,0.615,5623
2016,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,13.1,0.646,5652
2016,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,11.13,0.58,5523
2017,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,10.42,0.522,5400
2017,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,12.71,0.587,5555
2017,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,11.26,0.575,5445
2017,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,12.75,0.648,5617
2018,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,14.43,0.667,5642
2018,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,14.61,0.684,5739
2018,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,14.87,0.578,5798
2018,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,13.44,0.65,5732
2019,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,13.7,0.649,5610
2019,2,SUBUTIL,tradicional,entidad,Aguascalientes,NA,13.76,0.575,5693
2019,3,SUBUTIL,tradicional,entidad,Aguascalientes,NA,14.58,0.646,5533
2019,4,SUBUTIL,tradicional,entidad,Aguascalientes,NA,13.97,0.614,5650
2020,1,SUBUTIL,tradicional,entidad,Aguascalientes,NA,13.74,0.598,5624
2020,3,SUBUTIL,enoen,entidad,Aguascalientes,NA,21.99,0.972,3995
2020,4,SUBUTIL,enoen,entidad,Aguascalientes,NA,20.89,0.851,5255
2021,1,SUBUTIL,enoen,entidad,Aguascalientes,NA,17.67,0.751,5451
2021,2,SUBUTIL,enoen,entidad,Aguascalientes,NA,16.87,0.688,5475
2021,3,SUBUTIL,enoen,entidad,Aguascalientes,NA,19.27,0.788,6177
2021,4,SUBUTIL,enoen,entidad,Aguascalientes,NA,16.85,0.696,5662
2022,1,SUBUTIL,enoen,entidad,Aguascalientes,NA,15.51,0.681,5827
2022,2,SUBUTIL,enoen,entidad,Aguascalientes,NA,16.06,0.691,5689
2022,3,SUBUTIL,enoen,entidad,Aguascalientes,NA,13.99,0.651,5403
2022,4,SUBUTIL,enoen,entidad,Aguascalientes,NA,13.6,0.575,5479
2023,1,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,11.64,0.564,6337
2023,2,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,13.52,0.598,5983
2023,3,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,11.51,0.535,6150
2023,4,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,13.71,0.613,5979
2024,1,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,12.12,0.605,5996
2024,2,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,13.11,0.611,5998
2024,3,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,11.51,0.568,5828
2024,4,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,9.55,0.551,5600
2025,1,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,11.45,0.623,5574
2025,2,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,11.01,0.594,5262
2025,3,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,12.21,0.611,5250
2025,4,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,10.93,0.58,5170
2026,1,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,10.61,0.657,5186
2026,2,SUBUTIL,enoe_2023,entidad,Aguascalientes,NA,11.16,0.602,5459
2005,1,SUBUTIL,tradicional,entidad,Baja California,NA,9.55,0.599,5607
2005,2,SUBUTIL,tradicional,entidad,Baja California,NA,6.51,0.556,5522
2005,3,SUBUTIL,tradicional,entidad,Baja California,NA,6.42,0.45,5506
2005,4,SUBUTIL,tradicional,entidad,Baja California,NA,5.51,0.418,5706
2006,1,SUBUTIL,tradicional,entidad,Baja California,NA,5.08,0.391,5705
2006,2,SUBUTIL,tradicional,entidad,Baja California,NA,5.59,0.397,5890
2006,3,SUBUTIL,tradicional,entidad,Baja California,NA,6.27,0.427,5868
2006,4,SUBUTIL,tradicional,entidad,Baja California,NA,6.61,0.448,5841
2007,1,SUBUTIL,tradicional,entidad,Baja California,NA,7.53,0.514,5757
2007,2,SUBUTIL,tradicional,entidad,Baja California,NA,5.26,0.405,5812
2007,3,SUBUTIL,tradicional,entidad,Baja California,NA,5.6,0.414,5706
2007,4,SUBUTIL,tradicional,entidad,Baja California,NA,7.68,0.472,5983
2008,1,SUBUTIL,tradicional,entidad,Baja California,NA,7.86,0.512,5852
2008,2,SUBUTIL,tradicional,entidad,Baja California,NA,9.5,0.528,6157
2008,3,SUBUTIL,tradicional,entidad,Baja California,NA,11.51,0.518,6243
2008,4,SUBUTIL,tradicional,entidad,Baja California,NA,15.48,0.607,6226
2009,1,SUBUTIL,tradicional,entidad,Baja California,NA,17.34,0.642,6157
2009,2,SUBUTIL,tradicional,entidad,Baja California,NA,17.22,0.659,6171
2009,3,SUBUTIL,tradicional,entidad,Baja California,NA,18.73,0.7,6028
2009,4,SUBUTIL,tradicional,entidad,Baja California,NA,19.07,0.646,6181
2010,1,SUBUTIL,tradicional,entidad,Baja California,NA,17.54,0.676,6128
2010,2,SUBUTIL,tradicional,entidad,Baja California,NA,17.29,0.55,6331
2010,3,SUBUTIL,tradicional,entidad,Baja California,NA,16.66,0.766,6148
2010,4,SUBUTIL,tradicional,entidad,Baja California,NA,18.6,0.709,6303
2011,1,SUBUTIL,tradicional,entidad,Baja California,NA,16.58,0.669,6193
2011,2,SUBUTIL,tradicional,entidad,Baja California,NA,19.47,0.719,6405
2011,3,SUBUTIL,tradicional,entidad,Baja California,NA,19.65,0.704,6353
2011,4,SUBUTIL,tradicional,entidad,Baja California,NA,22.57,0.714,6453
2012,1,SUBUTIL,tradicional,entidad,Baja California,NA,18.16,0.673,6130
2012,2,SUBUTIL,tradicional,entidad,Baja California,NA,19.3,0.712,6317
2012,3,SUBUTIL,tradicional,entidad,Baja California,NA,20.94,0.997,6227
2012,4,SUBUTIL,tradicional,entidad,Baja California,NA,17.41,0.615,6087
2013,1,SUBUTIL,tradicional,entidad,Baja California,NA,17.32,0.678,6083
2013,2,SUBUTIL,tradicional,entidad,Baja California,NA,17.57,0.585,6220
2013,3,SUBUTIL,tradicional,entidad,Baja California,NA,18.8,0.748,6185
2013,4,SUBUTIL,tradicional,entidad,Baja California,NA,17.5,0.65,6225
2014,1,SUBUTIL,tradicional,entidad,Baja California,NA,17.77,0.615,6072
2014,2,SUBUTIL,tradicional,entidad,Baja California,NA,18.6,0.659,6284
2014,3,SUBUTIL,tradicional,entidad,Baja California,NA,18.78,0.741,6158
2014,4,SUBUTIL,tradicional,entidad,Baja California,NA,15.57,0.57,6134
2015,1,SUBUTIL,tradicional,entidad,Baja California,NA,15.04,0.639,6135
2015,2,SUBUTIL,tradicional,entidad,Baja California,NA,14.61,0.576,6059
2015,3,SUBUTIL,tradicional,entidad,Baja California,NA,13.29,0.519,5936
2015,4,SUBUTIL,tradicional,entidad,Baja California,NA,12.48,0.568,5925
2016,1,SUBUTIL,tradicional,entidad,Baja California,NA,13.86,0.57,5869
2016,2,SUBUTIL,tradicional,entidad,Baja California,NA,11.04,0.589,5842
2016,3,SUBUTIL,tradicional,entidad,Baja California,NA,12.25,0.634,6001
2016,4,SUBUTIL,tradicional,entidad,Baja California,NA,10.5,0.508,6017
2017,1,SUBUTIL,tradicional,entidad,Baja California,NA,11.68,0.584,5896
2017,2,SUBUTIL,tradicional,entidad,Baja California,NA,11.68,0.563,6162
2017,3,SUBUTIL,tradicional,entidad,Baja California,NA,12.27,0.525,6103
2017,4,SUBUTIL,tradicional,entidad,Baja California,NA,11.27,0.576,6105
2018,1,SUBUTIL,tradicional,entidad,Baja California,NA,10.54,0.516,6162
2018,2,SUBUTIL,tradicional,entidad,Baja California,NA,12.85,0.617,6267
2018,3,SUBUTIL,tradicional,entidad,Baja California,NA,13.24,0.605,6138
2018,4,SUBUTIL,tradicional,entidad,Baja California,NA,10.13,0.462,6090
2019,1,SUBUTIL,tradicional,entidad,Baja California,NA,11.98,0.471,8108
2019,2,SUBUTIL,tradicional,entidad,Baja California,NA,11.38,0.434,8130
2019,3,SUBUTIL,tradicional,entidad,Baja California,NA,12.12,0.459,8076
2019,4,SUBUTIL,tradicional,entidad,Baja California,NA,11.51,0.507,8103
2020,1,SUBUTIL,tradicional,entidad,Baja California,NA,12.03,0.461,7779
2020,3,SUBUTIL,enoen,entidad,Baja California,NA,24.05,0.926,4351
2020,4,SUBUTIL,enoen,entidad,Baja California,NA,21.21,0.806,5772
2021,1,SUBUTIL,enoen,entidad,Baja California,NA,18.98,0.718,6365
2021,2,SUBUTIL,enoen,entidad,Baja California,NA,19.03,0.701,7564
2021,3,SUBUTIL,enoen,entidad,Baja California,NA,18.39,0.578,7616
2021,4,SUBUTIL,enoen,entidad,Baja California,NA,17.36,0.597,7681
2022,1,SUBUTIL,enoen,entidad,Baja California,NA,15.75,0.567,7677
2022,2,SUBUTIL,enoen,entidad,Baja California,NA,15.01,0.558,7983
2022,3,SUBUTIL,enoen,entidad,Baja California,NA,13.94,0.559,7712
2022,4,SUBUTIL,enoen,entidad,Baja California,NA,12.59,0.49,7752
2023,1,SUBUTIL,enoe_2023,entidad,Baja California,NA,11.82,0.474,8472
2023,2,SUBUTIL,enoe_2023,entidad,Baja California,NA,11.89,0.466,8200
2023,3,SUBUTIL,enoe_2023,entidad,Baja California,NA,12.84,0.536,8539
