anio,trimestre,indicador,regimen,corte,categoria_origen,categoria_destino,valor,ee,n_obs
2022,4,TOSI2,enoen,entidad,Puebla,NA,41.15,1.477,5395
2023,1,TOSI2,enoe_2023,entidad,Puebla,NA,39.25,1.317,6022
2023,2,TOSI2,enoe_2023,entidad,Puebla,NA,39.96,1.323,5903
2023,3,TOSI2,enoe_2023,entidad,Puebla,NA,40.34,1.399,6025
2023,4,TOSI2,enoe_2023,entidad,Puebla,NA,42.01,1.504,5810
2024,1,TOSI2,enoe_2023,entidad,Puebla,NA,40.57,1.189,5903
2024,2,TOSI2,enoe_2023,entidad,Puebla,NA,40.97,1.653,5960
2024,3,TOSI2,enoe_2023,entidad,Puebla,NA,41.13,1.308,5928
2024,4,TOSI2,enoe_2023,entidad,Puebla,NA,41.33,1.426,5862
2025,1,TOSI2,enoe_2023,entidad,Puebla,NA,43.63,1.358,5719
2025,2,TOSI2,enoe_2023,entidad,Puebla,NA,43.5,1.678,5896
2025,3,TOSI2,enoe_2023,entidad,Puebla,NA,42.47,1.148,6055
2025,4,TOSI2,enoe_2023,entidad,Puebla,NA,44.15,1.276,6034
2026,1,TOSI2,enoe_2023,entidad,Puebla,NA,43.32,1.381,5972
2026,2,TOSI2,enoe_2023,entidad,Puebla,NA,42.07,1.862,6047
2005,1,TOSI2,tradicional,entidad,Querétaro,NA,24.83,1.164,4492
2005,2,TOSI2,tradicional,entidad,Querétaro,NA,26.7,1.183,4755
2005,3,TOSI2,tradicional,entidad,Querétaro,NA,25.22,1.105,4683
2005,4,TOSI2,tradicional,entidad,Querétaro,NA,26.57,1.197,4884
2006,1,TOSI2,tradicional,entidad,Querétaro,NA,25.31,1.302,4812
2006,2,TOSI2,tradicional,entidad,Querétaro,NA,26.22,1.335,4780
2006,3,TOSI2,tradicional,entidad,Querétaro,NA,24.28,1.083,4867
2006,4,TOSI2,tradicional,entidad,Querétaro,NA,25.35,1.042,4956
2007,1,TOSI2,tradicional,entidad,Querétaro,NA,25.56,1.087,4948
2007,2,TOSI2,tradicional,entidad,Querétaro,NA,26.9,1.107,4932
2007,3,TOSI2,tradicional,entidad,Querétaro,NA,24.98,1.101,4832
2007,4,TOSI2,tradicional,entidad,Querétaro,NA,25.76,1.236,4898
2008,1,TOSI2,tradicional,entidad,Querétaro,NA,24.73,1.128,4766
2008,2,TOSI2,tradicional,entidad,Querétaro,NA,24.63,1.179,4848
2008,3,TOSI2,tradicional,entidad,Querétaro,NA,25.17,0.998,4740
2008,4,TOSI2,tradicional,entidad,Querétaro,NA,23.51,0.965,4705
2009,1,TOSI2,tradicional,entidad,Querétaro,NA,24.97,0.9,4641
2009,2,TOSI2,tradicional,entidad,Querétaro,NA,25.05,0.752,4430
2009,3,TOSI2,tradicional,entidad,Querétaro,NA,26.34,1.281,4450
2009,4,TOSI2,tradicional,entidad,Querétaro,NA,23.88,1.05,4443
2010,1,TOSI2,tradicional,entidad,Querétaro,NA,23.62,1.183,4495
2010,2,TOSI2,tradicional,entidad,Querétaro,NA,24.48,1.088,4725
2010,3,TOSI2,tradicional,entidad,Querétaro,NA,24.85,0.961,4652
2010,4,TOSI2,tradicional,entidad,Querétaro,NA,21.8,0.986,4398
2011,1,TOSI2,tradicional,entidad,Querétaro,NA,24.92,1.069,4539
2011,2,TOSI2,tradicional,entidad,Querétaro,NA,25.4,1.064,4521
2011,3,TOSI2,tradicional,entidad,Querétaro,NA,23.79,0.89,4459
2011,4,TOSI2,tradicional,entidad,Querétaro,NA,26.18,1.043,4483
2012,1,TOSI2,tradicional,entidad,Querétaro,NA,24.76,1.056,4512
2012,2,TOSI2,tradicional,entidad,Querétaro,NA,24.3,1.119,4462
2012,3,TOSI2,tradicional,entidad,Querétaro,NA,26.08,1.052,4426
2012,4,TOSI2,tradicional,entidad,Querétaro,NA,20.43,0.979,4060
2013,1,TOSI2,tradicional,entidad,Querétaro,NA,23.84,0.986,4145
2013,2,TOSI2,tradicional,entidad,Querétaro,NA,22.39,0.968,4018
2013,3,TOSI2,tradicional,entidad,Querétaro,NA,20.59,0.993,4030
2013,4,TOSI2,tradicional,entidad,Querétaro,NA,21.02,0.855,4092
2014,1,TOSI2,tradicional,entidad,Querétaro,NA,21.08,0.974,4133
2014,2,TOSI2,tradicional,entidad,Querétaro,NA,21.82,1.006,4131
2014,3,TOSI2,tradicional,entidad,Querétaro,NA,21.32,0.955,4057
2014,4,TOSI2,tradicional,entidad,Querétaro,NA,21.6,1.07,4065
2015,1,TOSI2,tradicional,entidad,Querétaro,NA,21.16,0.911,4232
2015,2,TOSI2,tradicional,entidad,Querétaro,NA,21.22,0.949,4016
2015,3,TOSI2,tradicional,entidad,Querétaro,NA,21.1,0.886,4179
2015,4,TOSI2,tradicional,entidad,Querétaro,NA,20.31,0.909,4314
2016,1,TOSI2,tradicional,entidad,Querétaro,NA,20.31,0.898,4226
2016,2,TOSI2,tradicional,entidad,Querétaro,NA,20.94,0.962,4167
2016,3,TOSI2,tradicional,entidad,Querétaro,NA,20.91,0.89,4194
2016,4,TOSI2,tradicional,entidad,Querétaro,NA,20.87,0.977,4155
2017,1,TOSI2,tradicional,entidad,Querétaro,NA,21.83,0.942,4179
2017,2,TOSI2,tradicional,entidad,Querétaro,NA,20.79,0.942,3982
2017,3,TOSI2,tradicional,entidad,Querétaro,NA,23.29,1.055,4018
2017,4,TOSI2,tradicional,entidad,Querétaro,NA,22.2,0.855,4071
2018,1,TOSI2,tradicional,entidad,Querétaro,NA,20.21,0.829,4353
2018,2,TOSI2,tradicional,entidad,Querétaro,NA,21.6,0.861,4330
2018,3,TOSI2,tradicional,entidad,Querétaro,NA,21.17,0.925,4326
2018,4,TOSI2,tradicional,entidad,Querétaro,NA,20.5,1.048,4270
2019,1,TOSI2,tradicional,entidad,Querétaro,NA,21.09,0.893,4446
2019,2,TOSI2,tradicional,entidad,Querétaro,NA,19.08,0.914,4323
2019,3,TOSI2,tradicional,entidad,Querétaro,NA,17.74,0.824,4249
2019,4,TOSI2,tradicional,entidad,Querétaro,NA,19.36,0.803,4436
2020,1,TOSI2,tradicional,entidad,Querétaro,NA,17.3,0.891,4519
2020,3,TOSI2,enoen,entidad,Querétaro,NA,21.43,1.175,3812
2020,4,TOSI2,enoen,entidad,Querétaro,NA,21.91,1.036,3899
2021,1,TOSI2,enoen,entidad,Querétaro,NA,21.94,1.061,3640
2021,2,TOSI2,enoen,entidad,Querétaro,NA,23,0.916,4168
2021,3,TOSI2,enoen,entidad,Querétaro,NA,23.02,1.154,5029
2021,4,TOSI2,enoen,entidad,Querétaro,NA,22.6,1.107,4973
2022,1,TOSI2,enoen,entidad,Querétaro,NA,21.75,1.106,4303
2022,2,TOSI2,enoen,entidad,Querétaro,NA,22.89,1.167,4168
2022,3,TOSI2,enoen,entidad,Querétaro,NA,22.31,1.015,4372
2022,4,TOSI2,enoen,entidad,Querétaro,NA,22.91,0.924,4463
2023,1,TOSI2,enoe_2023,entidad,Querétaro,NA,23.18,0.892,5255
2023,2,TOSI2,enoe_2023,entidad,Querétaro,NA,22.02,0.975,5078
2023,3,TOSI2,enoe_2023,entidad,Querétaro,NA,24.41,0.944,5135
2023,4,TOSI2,enoe_2023,entidad,Querétaro,NA,25.94,1.062,5146
2024,1,TOSI2,enoe_2023,entidad,Querétaro,NA,23.81,1.021,5060
2024,2,TOSI2,enoe_2023,entidad,Querétaro,NA,24.28,1.162,5206
2024,3,TOSI2,enoe_2023,entidad,Querétaro,NA,24.72,1.246,5150
2024,4,TOSI2,enoe_2023,entidad,Querétaro,NA,22.42,0.899,5184
2025,1,TOSI2,enoe_2023,entidad,Querétaro,NA,20.73,0.913,5239
2025,2,TOSI2,enoe_2023,entidad,Querétaro,NA,23.25,0.981,5090
2025,3,TOSI2,enoe_2023,entidad,Querétaro,NA,24.11,0.974,5185
2025,4,TOSI2,enoe_2023,entidad,Querétaro,NA,22.93,1.138,5244
2026,1,TOSI2,enoe_2023,entidad,Querétaro,NA,22.84,0.943,5097
2026,2,TOSI2,enoe_2023,entidad,Querétaro,NA,21.79,0.916,5054
2005,1,TOSI2,tradicional,entidad,Quintana Roo,NA,26.39,0.931,4203
2005,2,TOSI2,tradicional,entidad,Quintana Roo,NA,25.66,0.932,4439
2005,3,TOSI2,tradicional,entidad,Quintana Roo,NA,25.91,0.874,4630
2005,4,TOSI2,tradicional,entidad,Quintana Roo,NA,24.58,0.914,4198
2006,1,TOSI2,tradicional,entidad,Quintana Roo,NA,25.9,0.864,4634
2006,2,TOSI2,tradicional,entidad,Quintana Roo,NA,26.27,0.988,4646
2006,3,TOSI2,tradicional,entidad,Quintana Roo,NA,26.34,0.916,4781
2006,4,TOSI2,tradicional,entidad,Quintana Roo,NA,24.44,0.864,4775
2007,1,TOSI2,tradicional,entidad,Quintana Roo,NA,26.64,0.872,4881
2007,2,TOSI2,tradicional,entidad,Quintana Roo,NA,25.27,0.781,4851
2007,3,TOSI2,tradicional,entidad,Quintana Roo,NA,25.33,1.056,4780
2007,4,TOSI2,tradicional,entidad,Quintana Roo,NA,26.2,0.846,4883
2008,1,TOSI2,tradicional,entidad,Quintana Roo,NA,25.2,0.887,4861
2008,2,TOSI2,tradicional,entidad,Quintana Roo,NA,26.17,0.986,4933
2008,3,TOSI2,tradicional,entidad,Quintana Roo,NA,25.87,1.11,4796
2008,4,TOSI2,tradicional,entidad,Quintana Roo,NA,24.92,0.902,4759
2009,1,TOSI2,tradicional,entidad,Quintana Roo,NA,23.77,0.905,4563
2009,2,TOSI2,tradicional,entidad,Quintana Roo,NA,25.07,0.965,4393
2009,3,TOSI2,tradicional,entidad,Quintana Roo,NA,25.51,1.003,4291
2009,4,TOSI2,tradicional,entidad,Quintana Roo,NA,26.3,0.854,4368
2010,1,TOSI2,tradicional,entidad,Quintana Roo,NA,26.38,0.871,4385
2010,2,TOSI2,tradicional,entidad,Quintana Roo,NA,27.87,0.863,4496
2010,3,TOSI2,tradicional,entidad,Quintana Roo,NA,26.2,0.864,4326
2010,4,TOSI2,tradicional,entidad,Quintana Roo,NA,25.99,0.928,4281
2011,1,TOSI2,tradicional,entidad,Quintana Roo,NA,25.04,0.81,4280
2011,2,TOSI2,tradicional,entidad,Quintana Roo,NA,27.49,1.04,4328
2011,3,TOSI2,tradicional,entidad,Quintana Roo,NA,26.09,0.879,4229
2011,4,TOSI2,tradicional,entidad,Quintana Roo,NA,26.06,1.048,4246
2012,1,TOSI2,tradicional,entidad,Quintana Roo,NA,25.39,1.01,4293
2012,2,TOSI2,tradicional,entidad,Quintana Roo,NA,27.78,0.972,4464
2012,3,TOSI2,tradicional,entidad,Quintana Roo,NA,25.48,0.879,4315
2012,4,TOSI2,tradicional,entidad,Quintana Roo,NA,24.03,0.728,4221
2013,1,TOSI2,tradicional,entidad,Quintana Roo,NA,25.43,0.949,4181
2013,2,TOSI2,tradicional,entidad,Quintana Roo,NA,24.51,1.013,4394
2013,3,TOSI2,tradicional,entidad,Quintana Roo,NA,23.61,0.904,4313
2013,4,TOSI2,tradicional,entidad,Quintana Roo,NA,23.89,0.968,4329
2014,1,TOSI2,tradicional,entidad,Quintana Roo,NA,22.95,0.888,4338
2014,2,TOSI2,tradicional,entidad,Quintana Roo,NA,23.11,0.926,4423
2014,3,TOSI2,tradicional,entidad,Quintana Roo,NA,24.36,0.876,4330
2014,4,TOSI2,tradicional,entidad,Quintana Roo,NA,23.19,0.867,4359
2015,1,TOSI2,tradicional,entidad,Quintana Roo,NA,21.09,0.886,4355
2015,2,TOSI2,tradicional,entidad,Quintana Roo,NA,22.13,0.828,4395
2015,3,TOSI2,tradicional,entidad,Quintana Roo,NA,21.98,0.811,4380
2015,4,TOSI2,tradicional,entidad,Quintana Roo,NA,22.7,0.78,4445
2016,1,TOSI2,tradicional,entidad,Quintana Roo,NA,21.08,0.825,4434
2016,2,TOSI2,tradicional,entidad,Quintana Roo,NA,22.2,0.834,4390
2016,3,TOSI2,tradicional,entidad,Quintana Roo,NA,23.37,0.894,4387
2016,4,TOSI2,tradicional,entidad,Quintana Roo,NA,23.56,0.91,4337
2017,1,TOSI2,tradicional,entidad,Quintana Roo,NA,22.41,0.82,4375
2017,2,TOSI2,tradicional,entidad,Quintana Roo,NA,24.26,0.829,4462
2017,3,TOSI2,tradicional,entidad,Quintana Roo,NA,22.1,0.781,4260
2017,4,TOSI2,tradicional,entidad,Quintana Roo,NA,22.1,0.812,4268
2018,1,TOSI2,tradicional,entidad,Quintana Roo,NA,20.95,0.889,4204
2018,2,TOSI2,tradicional,entidad,Quintana Roo,NA,22.36,0.984,4359
2018,3,TOSI2,tradicional,entidad,Quintana Roo,NA,24.06,0.81,4341
2018,4,TOSI2,tradicional,entidad,Quintana Roo,NA,22.92,0.902,4368
2019,1,TOSI2,tradicional,entidad,Quintana Roo,NA,22.63,0.825,4545
2019,2,TOSI2,tradicional,entidad,Quintana Roo,NA,22.55,0.861,4509
2019,3,TOSI2,tradicional,entidad,Quintana Roo,NA,23.08,0.878,4390
2019,4,TOSI2,tradicional,entidad,Quintana Roo,NA,22.33,0.765,4453
2020,1,TOSI2,tradicional,entidad,Quintana Roo,NA,21.96,0.85,4297
2020,3,TOSI2,enoen,entidad,Quintana Roo,NA,23.63,1.129,2532
2020,4,TOSI2,enoen,entidad,Quintana Roo,NA,25.34,1.176,2598
2021,1,TOSI2,enoen,entidad,Quintana Roo,NA,24.19,1.019,2898
2021,2,TOSI2,enoen,entidad,Quintana Roo,NA,24.4,1.066,3440
2021,3,TOSI2,enoen,entidad,Quintana Roo,NA,25.09,0.955,4513
2021,4,TOSI2,enoen,entidad,Quintana Roo,NA,25.72,0.934,4498
2022,1,TOSI2,enoen,entidad,Quintana Roo,NA,22.88,0.951,4203
2022,2,TOSI2,enoen,entidad,Quintana Roo,NA,24.28,0.852,4256
2022,3,TOSI2,enoen,entidad,Quintana Roo,NA,21.77,0.79,4186
2022,4,TOSI2,enoen,entidad,Quintana Roo,NA,22.61,0.872,4200
2023,1,TOSI2,enoe_2023,entidad,Quintana Roo,NA,23.02,0.876,4966
2023,2,TOSI2,enoe_2023,entidad,Quintana Roo,NA,22.31,0.829,4650
2023,3,TOSI2,enoe_2023,entidad,Quintana Roo,NA,22.25,0.847,4684
2023,4,TOSI2,enoe_2023,entidad,Quintana Roo,NA,23.32,0.835,4738
2024,1,TOSI2,enoe_2023,entidad,Quintana Roo,NA,23.84,0.922,4800
2024,2,TOSI2,enoe_2023,entidad,Quintana Roo,NA,22.22,0.911,4720
2024,3,TOSI2,enoe_2023,entidad,Quintana Roo,NA,23.67,1.078,4474
2024,4,TOSI2,enoe_2023,entidad,Quintana Roo,NA,23.82,1.221,4461
2025,1,TOSI2,enoe_2023,entidad,Quintana Roo,NA,24.16,1.239,4334
2025,2,TOSI2,enoe_2023,entidad,Quintana Roo,NA,22.53,1.094,4635
2025,3,TOSI2,enoe_2023,entidad,Quintana Roo,NA,23.72,0.871,4545
2025,4,TOSI2,enoe_2023,entidad,Quintana Roo,NA,23.29,0.815,4398
2026,1,TOSI2,enoe_2023,entidad,Quintana Roo,NA,22.39,0.979,4378
2026,2,TOSI2,enoe_2023,entidad,Quintana Roo,NA,24.55,0.998,4682
2005,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,34.42,1.11,4257
2005,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,33.52,1.125,4297
2005,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,33.06,0.974,4253
2005,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,32.52,1.022,4376
2006,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.31,1.329,4446
2006,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.55,1.189,4351
2006,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.63,1.176,4433
2006,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,32.53,1.234,4552
2007,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.92,1.048,4445
2007,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.96,1.058,4428
2007,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,32.73,1.064,4517
2007,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.06,1.053,4578
2008,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.53,1.086,4496
2008,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,30.19,1.036,4553
2008,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.55,1.104,4328
2008,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,32.37,1.036,4253
2009,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,31.77,1.064,4253
2009,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,30.89,1.277,4227
2009,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,30.33,0.949,4123
2009,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.92,0.98,4277
2010,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,30.41,1.02,4205
2010,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.66,1.066,4301
2010,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.32,1.072,4271
2010,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.04,0.948,4193
2011,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.58,1.16,4262
2011,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.41,1.243,4237
2011,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.58,0.923,4261
2011,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.29,1.043,4299
2012,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,25.41,1.305,4340
2012,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.38,1.388,4427
2012,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.09,1.315,4425
2012,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,26.75,1.027,4381
2013,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.88,0.973,4260
2013,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.5,1.046,4378
2013,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.67,1.026,4312
2013,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.25,1.191,4553
2014,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.85,1.124,4421
2014,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.9,1.27,4508
2014,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.53,1.17,4434
2014,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.93,1.374,4527
2015,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.11,1.16,4358
2015,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.33,1.145,4543
2015,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.32,1.142,4422
2015,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.3,1.119,4415
2016,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.47,1.118,4335
2016,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.27,1.084,4448
2016,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.12,1.006,4424
2016,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.46,0.911,4377
2017,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,25.11,0.949,4370
2017,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,25.93,0.873,4531
2017,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,24.78,0.92,4524
2017,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.26,1.078,4531
2018,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.8,1.076,4512
2018,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.82,1.04,4670
2018,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.91,1.014,4586
2018,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.84,0.875,4558
2019,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,27.8,0.977,4553
2019,2,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.68,0.88,4622
2019,3,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.49,1.012,4599
2019,4,TOSI2,tradicional,entidad,San Luis Potosí,NA,29.57,0.964,4527
2020,1,TOSI2,tradicional,entidad,San Luis Potosí,NA,28.11,1.031,4633
2020,3,TOSI2,enoen,entidad,San Luis Potosí,NA,29.47,1.759,4043
2020,4,TOSI2,enoen,entidad,San Luis Potosí,NA,29.87,1.787,3640
2021,1,TOSI2,enoen,entidad,San Luis Potosí,NA,26.33,2.106,3116
2021,2,TOSI2,enoen,entidad,San Luis Potosí,NA,33.33,1.755,3475
2021,3,TOSI2,enoen,entidad,San Luis Potosí,NA,31.92,1.223,4282
2021,4,TOSI2,enoen,entidad,San Luis Potosí,NA,31.09,0.965,5017
2022,1,TOSI2,enoen,entidad,San Luis Potosí,NA,31.01,1.077,4534
2022,2,TOSI2,enoen,entidad,San Luis Potosí,NA,30.81,1.086,4435
2022,3,TOSI2,enoen,entidad,San Luis Potosí,NA,29.38,1.151,4376
2022,4,TOSI2,enoen,entidad,San Luis Potosí,NA,28.57,1.043,4449
2023,1,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,29.92,1.026,5224
2023,2,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,29.8,1.076,5039
2023,3,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,31.01,1.027,5044
2023,4,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,29.66,1.071,5103
2024,1,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,29.19,1.018,5026
2024,2,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,29.72,0.945,5010
2024,3,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,29.13,0.912,4876
2024,4,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,31.08,0.944,4623
2025,1,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,31.13,0.947,4457
2025,2,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,31.39,1.115,4398
2025,3,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,31.06,1.021,4410
2025,4,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,31.61,1.251,4440
2026,1,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,31.47,1.456,4417
2026,2,TOSI2,enoe_2023,entidad,San Luis Potosí,NA,29.97,1.225,4709
2005,1,TOSI2,tradicional,entidad,Sinaloa,NA,30.2,1.132,4507
2005,2,TOSI2,tradicional,entidad,Sinaloa,NA,28.62,1.025,4695
2005,3,TOSI2,tradicional,entidad,Sinaloa,NA,26.4,1.324,4541
2005,4,TOSI2,tradicional,entidad,Sinaloa,NA,26.35,1.274,4672
2006,1,TOSI2,tradicional,entidad,Sinaloa,NA,28.09,1.163,4574
2006,2,TOSI2,tradicional,entidad,Sinaloa,NA,27.3,1.065,4660
2006,3,TOSI2,tradicional,entidad,Sinaloa,NA,24.78,1.142,4569
2006,4,TOSI2,tradicional,entidad,Sinaloa,NA,25.89,0.958,4683
2007,1,TOSI2,tradicional,entidad,Sinaloa,NA,23.73,1.158,4635
2007,2,TOSI2,tradicional,entidad,Sinaloa,NA,27.23,1.056,4777
2007,3,TOSI2,tradicional,entidad,Sinaloa,NA,24.1,1.019,4717
2007,4,TOSI2,tradicional,entidad,Sinaloa,NA,25.2,1.112,4747
2008,1,TOSI2,tradicional,entidad,Sinaloa,NA,24.36,1.025,4604
2008,2,TOSI2,tradicional,entidad,Sinaloa,NA,25.9,1.063,4619
2008,3,TOSI2,tradicional,entidad,Sinaloa,NA,25.06,1.017,4473
2008,4,TOSI2,tradicional,entidad,Sinaloa,NA,25.56,1.095,4483
2009,1,TOSI2,tradicional,entidad,Sinaloa,NA,26.69,1.047,4534
2009,2,TOSI2,tradicional,entidad,Sinaloa,NA,26.58,0.968,4519
2009,3,TOSI2,tradicional,entidad,Sinaloa,NA,28.17,1.228,4525
2009,4,TOSI2,tradicional,entidad,Sinaloa,NA,29.44,1.307,4677
2010,1,TOSI2,tradicional,entidad,Sinaloa,NA,28.35,1.233,4542
2010,2,TOSI2,tradicional,entidad,Sinaloa,NA,26.82,1.085,4622
2010,3,TOSI2,tradicional,entidad,Sinaloa,NA,27.64,1.073,4528
2010,4,TOSI2,tradicional,entidad,Sinaloa,NA,25.18,1.156,4382
2011,1,TOSI2,tradicional,entidad,Sinaloa,NA,26.8,1.164,4425
2011,2,TOSI2,tradicional,entidad,Sinaloa,NA,26.59,1.087,4497
2011,3,TOSI2,tradicional,entidad,Sinaloa,NA,28.73,1.175,4410
2011,4,TOSI2,tradicional,entidad,Sinaloa,NA,29.19,1.25,4584
2012,1,TOSI2,tradicional,entidad,Sinaloa,NA,28.57,1.252,4511
2012,2,TOSI2,tradicional,entidad,Sinaloa,NA,29.66,1.048,4627
2012,3,TOSI2,tradicional,entidad,Sinaloa,NA,30.5,1.221,4477
2012,4,TOSI2,tradicional,entidad,Sinaloa,NA,30.06,1.123,4366
2013,1,TOSI2,tradicional,entidad,Sinaloa,NA,27.71,1.131,4338
2013,2,TOSI2,tradicional,entidad,Sinaloa,NA,27.19,0.865,4413
2013,3,TOSI2,tradicional,entidad,Sinaloa,NA,25.89,1.028,4415
2013,4,TOSI2,tradicional,entidad,Sinaloa,NA,26.54,1.014,4636
2014,1,TOSI2,tradicional,entidad,Sinaloa,NA,26.39,1.122,4467
2014,2,TOSI2,tradicional,entidad,Sinaloa,NA,25.83,1.16,4510
2014,3,TOSI2,tradicional,entidad,Sinaloa,NA,24.51,0.934,4579
2014,4,TOSI2,tradicional,entidad,Sinaloa,NA,26.5,1.001,4739
2015,1,TOSI2,tradicional,entidad,Sinaloa,NA,25.47,1.034,4655
2015,2,TOSI2,tradicional,entidad,Sinaloa,NA,25.44,0.976,4684
2015,3,TOSI2,tradicional,entidad,Sinaloa,NA,25.96,0.959,4652
2015,4,TOSI2,tradicional,entidad,Sinaloa,NA,26.41,0.984,4670
2016,1,TOSI2,tradicional,entidad,Sinaloa,NA,26.44,1.018,4686
2016,2,TOSI2,tradicional,entidad,Sinaloa,NA,27.29,1.234,4742
2016,3,TOSI2,tradicional,entidad,Sinaloa,NA,26.3,1.153,4646
2016,4,TOSI2,tradicional,entidad,Sinaloa,NA,26.03,0.924,4718
2017,1,TOSI2,tradicional,entidad,Sinaloa,NA,26.34,1.172,4702
2017,2,TOSI2,tradicional,entidad,Sinaloa,NA,27.68,1.033,4860
2017,3,TOSI2,tradicional,entidad,Sinaloa,NA,25.8,0.895,4667
2017,4,TOSI2,tradicional,entidad,Sinaloa,NA,27.04,1.142,4714
2018,1,TOSI2,tradicional,entidad,Sinaloa,NA,26.64,1.084,4733
2018,2,TOSI2,tradicional,entidad,Sinaloa,NA,28.5,1.072,4632
2018,3,TOSI2,tradicional,entidad,Sinaloa,NA,27.37,1.04,4563
2018,4,TOSI2,tradicional,entidad,Sinaloa,NA,26.99,1,4625
2019,1,TOSI2,tradicional,entidad,Sinaloa,NA,27.94,1.147,4634
2019,2,TOSI2,tradicional,entidad,Sinaloa,NA,27.47,1.118,4704
2019,3,TOSI2,tradicional,entidad,Sinaloa,NA,26.41,1.153,4613
2019,4,TOSI2,tradicional,entidad,Sinaloa,NA,25.04,1.012,4778
2020,1,TOSI2,tradicional,entidad,Sinaloa,NA,25.57,1.005,4619
2020,3,TOSI2,enoen,entidad,Sinaloa,NA,24.55,1.962,2072
2020,4,TOSI2,enoen,entidad,Sinaloa,NA,26.18,1.768,2952
2021,1,TOSI2,enoen,entidad,Sinaloa,NA,26.84,1.881,3921
2021,2,TOSI2,enoen,entidad,Sinaloa,NA,26.95,1.278,4785
